key,nation,state,county,date,Cases,Delta,DeltaNormal,7DayDelta,7DayDeltaNormal,DoubleSpeed
"Korea- South","Korea, South",,2020-04-18,128.0,0,,0,,87
Afghanistan,Afghanistan,,,2020-03-14,11,4,5.4421768707483,10,2.51952632905014,3.71673686732251
Afghanistan,Afghanistan,,,2020-03-15,16,5,6.80272108843537,,,1.70456684167236
Afghanistan,Afghanistan,,,2020-03-16,21,5,6.80272108843537,,,2.10292377600759
Afghanistan,Afghanistan,,,2020-03-17,22,1,1.36054421768707,,,3
Afghanistan,Afghanistan,,,2020-03-18,22,0,0,,,4
Afghanistan,Afghanistan,,,2020-03-19,22,0,0,,,5
Afghanistan,Afghanistan,,,2020-03-20,24,2,2.72108843537415,,,5.76777982876577
Afghanistan,Afghanistan,,,2020-03-21,24,0,0,13,3.27538422776518,6.76777982876577
Afghanistan,Afghanistan,,,2020-03-22,40,16,21.7687074829932,,,6.17941932681153
Afghanistan,Afghanistan,,,2020-03-23,40,0,0,,,7.17941932681153
Afghanistan,Afghanistan,,,2020-03-24,74,34,46.2585034013605,,,2.15261869773672
Afghanistan,Afghanistan,,,2020-03-25,84,10,13.6054421768707,,,1.92069033951835
Afghanistan,Afghanistan,,,2020-03-26,94,10,13.6054421768707,,,2.73785449895317
Afghanistan,Afghanistan,,,2020-03-27,110,16,21.7687074829932,,,3.482345310288
Afghanistan,Afghanistan,,,2020-03-28,110,0,0,86,21.6679264298312,4.482345310288
Afghanistan,Afghanistan,,,2020-03-29,120,10,13.6054421768707,,,5.34090609022053
Afghanistan,Afghanistan,,,2020-03-30,170,50,68.0272108843537,,,4.89478422988694
Afghanistan,Afghanistan,,,2020-03-31,174,4,5.4421768707483,,,5.68801610108753
Afghanistan,Afghanistan,,,2020-04-01,237,63,85.7142857142857,,,3.144564798789
Afghanistan,Afghanistan,,,2020-04-02,273,36,48.9795918367347,,,3.63011657839754
Afghanistan,Afghanistan,,,2020-04-03,281,8,10.8843537414966,,,4.5471928946898
Afghanistan,Afghanistan,,,2020-04-04,299,18,24.4897959183673,189,47.6190476190476,5.36893360459092
Afghanistan,Afghanistan,,,2020-04-05,349,50,68.0272108843537,,,4.99071392405984
Afghanistan,Afghanistan,,,2020-04-06,367,18,24.4897959183673,,,5.82796590516289
Afghanistan,Afghanistan,,,2020-04-07,423,56,76.1904761904762,,,6.3683927473151
Afghanistan,Afghanistan,,,2020-04-08,444,21,28.5714285714286,,,7.21159137460912
Afghanistan,Afghanistan,,,2020-04-09,484,40,54.421768707483,,,7.85236305195753
Afghanistan,Afghanistan,,,2020-04-10,521,37,50.3401360544218,,,8.33143614864318
Afghanistan,Afghanistan,,,2020-04-11,555,34,46.2585034013605,256,64.4998740236835,8.4339504469912
Afghanistan,Afghanistan,,,2020-04-12,607,52,70.7482993197279,,,7.90339392987341
Afghanistan,Afghanistan,,,2020-04-13,665,58,78.9115646258503,,,8.3132159301881
Afghanistan,Afghanistan,,,2020-04-14,714,49,66.6666666666667,,,8.54933599139031
Afghanistan,Afghanistan,,,2020-04-15,784,70,95.2380952380952,,,8.53594931245009
Afghanistan,Afghanistan,,,2020-04-16,840,56,76.1904761904762,,,9.05011936609935
Afghanistan,Afghanistan,,,2020-04-17,906,66,89.7959183673469,,,8.76736050363251
Afghanistan,Afghanistan,,,2020-04-18,933,27,36.734693877551,378,95.2380952380952,9.42692719041106
Albania,Albania,,,2020-03-10,10,8,26.2725779967159,,,1
Albania,Albania,,,2020-03-11,12,2,6.56814449917898,,,1.31739380551401
Albania,Albania,,,2020-03-12,23,11,36.1247947454844,,,1.23343160933456
Albania,Albania,,,2020-03-13,33,10,32.8407224958949,,,1.51051365305459
Albania,Albania,,,2020-03-14,38,5,16.4203612479475,38,26.6106442577031,2.29366567500809
Albania,Albania,,,2020-03-15,42,4,13.136288998358,,,3.13983018265367
Albania,Albania,,,2020-03-16,51,9,29.5566502463054,,,3.71418165696436
Albania,Albania,,,2020-03-17,55,4,13.136288998358,,,4.5050271937249
Albania,Albania,,,2020-03-18,59,4,13.136288998358,,,5.31056275206068
Albania,Albania,,,2020-03-19,64,5,16.4203612479475,,,6.08523690064962
Albania,Albania,,,2020-03-20,70,6,19.7044334975369,,,6.58292398174716
Albania,Albania,,,2020-03-21,76,6,19.7044334975369,38,26.6106442577031,6.99999999999999
Albania,Albania,,,2020-03-22,89,13,42.6929392446634,,,6.70220046463506
Albania,Albania,,,2020-03-23,104,15,49.2610837438424,,,6.74283253512943
Albania,Albania,,,2020-03-24,123,19,62.3973727422003,,,5.48983459733887
Albania,Albania,,,2020-03-25,146,23,75.5336617405583,,,4.4897231332112
Albania,Albania,,,2020-03-26,174,28,91.9540229885057,,,4.1439380305579
Albania,Albania,,,2020-03-27,186,12,39.4088669950739,,,4.71774096337445
Albania,Albania,,,2020-03-28,197,11,36.1247947454844,121,84.733893557423,5.34884604107127
Albania,Albania,,,2020-03-29,212,15,49.2610837438424,,,5.88647832043899
Albania,Albania,,,2020-03-30,223,11,36.1247947454844,,,6.58500353158637
Albania,Albania,,,2020-03-31,243,20,65.6814449917898,,,7.07312616872805
Albania,Albania,,,2020-04-01,259,16,52.5451559934318,,,7.69959255079348
Albania,Albania,,,2020-04-02,277,18,59.1133004926108,,,8.30763970870389
Albania,Albania,,,2020-04-03,304,27,88.6699507389162,,,8.77045196515364
Albania,Albania,,,2020-04-04,333,29,95.2380952380952,136,95.2380952380952,9.25112751159082
Albania,Albania,,,2020-04-05,361,28,91.9540229885057,,,9.45007163468889
Albania,Albania,,,2020-04-06,377,16,52.5451559934318,,,9.76762935084117
Albania,Albania,,,2020-04-07,383,6,19.7044334975369,,,10.4928188558406
Albania,Albania,,,2020-04-08,400,17,55.8292282430213,,,10.7940431526642
Albania,Albania,,,2020-04-09,409,9,29.5566502463054,,,11.49082923917
Albania,Albania,,,2020-04-10,416,7,22.9885057471264,,,12.2595739181333
Albania,Albania,,,2020-04-11,433,17,55.8292282430213,100,70.0280112044818,12.5847767818014
Albania,Albania,,,2020-04-12,446,13,42.6929392446634,,,13
Albania,Albania,,,2020-04-13,467,21,68.9655172413793,,,13.464309216213
Albania,Albania,,,2020-04-14,475,8,26.2725779967159,,,14.2665491596909
Albania,Albania,,,2020-04-15,494,19,62.3973727422003,,,14.7439586149055
Albania,Albania,,,2020-04-16,518,24,78.8177339901478,,,15
Albania,Albania,,,2020-04-17,539,21,68.9655172413793,,,15.4085331564733
Albania,Albania,,,2020-04-18,548,9,29.5566502463054,115,80.5322128851541,16.1620700972047
Algeria,Algeria,,,2020-03-04,12,7,3.6036036036036,,,1
Algeria,Algeria,,,2020-03-05,12,0,0,,,1.79174406918856
Algeria,Algeria,,,2020-03-06,17,5,2.57400257400257,,,2.39389240480935
Algeria,Algeria,,,2020-03-07,17,0,0,16,1.91193164844357,3.39389240480935
Algeria,Algeria,,,2020-03-08,19,2,1.02960102960103,,,4.26684545228606
Algeria,Algeria,,,2020-03-09,20,1,0.514800514800515,,,5.20825593081144
Algeria,Algeria,,,2020-03-10,20,0,0,,,6.20825593081144
Algeria,Algeria,,,2020-03-11,20,0,0,,,7.20825593081144
Algeria,Algeria,,,2020-03-12,24,4,2.05920205920206,,,7
Algeria,Algeria,,,2020-03-13,26,2,1.02960102960103,,,7.77019474793126
Algeria,Algeria,,,2020-03-14,37,11,5.66280566280566,20,2.38991456055446,6.2397670919634
Algeria,Algeria,,,2020-03-15,48,11,5.66280566280566,,,3
Algeria,Algeria,,,2020-03-16,54,6,3.08880308880309,,,2.89303276190905
Algeria,Algeria,,,2020-03-17,60,6,3.08880308880309,,,3.59440993677414
Algeria,Algeria,,,2020-03-18,74,14,7.20720720720721,,,4
Algeria,Algeria,,,2020-03-19,87,13,6.69240669240669,,,4.37820386137225
Algeria,Algeria,,,2020-03-20,90,3,1.54440154440154,,,5.24795509799946
Algeria,Algeria,,,2020-03-21,139,49,25.2252252252252,102,12.1885642588277,3.29915211610249
Algeria,Algeria,,,2020-03-22,201,62,31.9176319176319,,,1.74613036632475
Algeria,Algeria,,,2020-03-23,230,29,14.9292149292149,,,2.43606484587961
Algeria,Algeria,,,2020-03-24,264,34,17.5032175032175,,,3.11887798231079
Algeria,Algeria,,,2020-03-25,302,38,19.5624195624196,,,3.77549091775627
Algeria,Algeria,,,2020-03-26,367,65,33.4620334620335,,,4.24697014826951
Algeria,Algeria,,,2020-03-27,409,42,21.6216216216216,,,4.87191137698927
Algeria,Algeria,,,2020-03-28,454,45,23.1660231660232,315,37.6411543287327,5.09741680436057
Algeria,Algeria,,,2020-03-29,511,57,29.3436293436293,,,5.2373739199871
Algeria,Algeria,,,2020-03-30,584,73,37.5804375804376,,,5.25039959386459
Algeria,Algeria,,,2020-03-31,716,132,67.953667953668,,,5.12737006294512
Algeria,Algeria,,,2020-04-01,847,131,67.4388674388674,,,4.66624184215717
Algeria,Algeria,,,2020-04-02,986,139,71.5572715572716,,,4.30320191809249
Algeria,Algeria,,,2020-04-03,1171,185,95.2380952380952,,,3.98741186338307
Algeria,Algeria,,,2020-04-04,1251,80,41.1840411840412,797,95.2380952380952,4.66311403507176
Algeria,Algeria,,,2020-04-05,1320,69,35.5212355212355,,,5.39964990676993
Algeria,Algeria,,,2020-04-06,1423,103,53.024453024453,,,6.03093912392269
Algeria,Algeria,,,2020-04-07,1468,45,23.1660231660232,,,6.85222721297798
Algeria,Algeria,,,2020-04-08,1572,104,53.5392535392535,,,7.44484982430317
Algeria,Algeria,,,2020-04-09,1666,94,48.3912483912484,,,8.09919652505689
Algeria,Algeria,,,2020-04-10,1761,95,48.9060489060489,,,8.74473321166964
Algeria,Algeria,,,2020-04-11,1825,64,32.9472329472329,574,68.590547887913,9.50980838207134
Algeria,Algeria,,,2020-04-12,1914,89,45.8172458172458,,,10.1964583823952
Algeria,Algeria,,,2020-04-13,1983,69,35.5212355212355,,,10.967651255452
Algeria,Algeria,,,2020-04-14,2070,87,44.7876447876448,,,11.7179507169829
Algeria,Algeria,,,2020-04-15,2160,90,46.3320463320463,,,12.4704492358422
Algeria,Algeria,,,2020-04-16,2268,108,55.5984555984556,,,13.1867145718436
Algeria,Algeria,,,2020-04-17,2418,150,77.2200772200772,,,13.5167524242583
Algeria,Algeria,,,2020-04-18,2534,116,59.7168597168597,709,84.7224711716556,13.7632888114996
Andorra,Andorra,,,2020-03-17,39,37,81.9490586932447,,,1
Andorra,Andorra,,,2020-03-18,39,0,0,,,1.23335032487697
Andorra,Andorra,,,2020-03-19,53,14,31.0077519379845,,,2.13008855081217
Andorra,Andorra,,,2020-03-20,75,22,48.7264673311185,,,3.01320378472698
Andorra,Andorra,,,2020-03-21,88,13,28.7929125138427,87,37.6623376623377,2.60672942777288
Andorra,Andorra,,,2020-03-22,113,25,55.3709856035437,,,2.81581386949746
Andorra,Andorra,,,2020-03-23,133,20,44.296788482835,,,3.34645012209229
Andorra,Andorra,,,2020-03-24,164,31,68.6600221483942,,,3.44177754838072
Andorra,Andorra,,,2020-03-25,188,24,53.156146179402,,,3.73622194402372
Andorra,Andorra,,,2020-03-26,224,36,79.734219269103,,,4.03554853716534
Andorra,Andorra,,,2020-03-27,267,43,95.2380952380952,,,3.98209050218922
Andorra,Andorra,,,2020-03-28,308,41,90.8084163898117,220,95.2380952380952,4.30027986008768
Andorra,Andorra,,,2020-03-29,334,26,57.5858250276855,,,4.86727209531492
Andorra,Andorra,,,2020-03-30,370,36,79.734219269103,,,5.11778198599732
Andorra,Andorra,,,2020-03-31,376,6,13.2890365448505,,,6
Andorra,Andorra,,,2020-04-01,390,14,31.0077519379845,,,6.79134279378284
Andorra,Andorra,,,2020-04-02,428,38,84.1638981173865,,,7.26066764244668
Andorra,Andorra,,,2020-04-03,439,11,24.3632336655592,,,8.11582959879953
Andorra,Andorra,,,2020-04-04,466,27,59.8006644518272,158,68.3982683982684,8.7756730239621
Andorra,Andorra,,,2020-04-05,501,35,77.5193798449612,,,9.36326190784023
Andorra,Andorra,,,2020-04-06,525,24,53.156146179402,,,10.0967956951379
Andorra,Andorra,,,2020-04-07,545,20,44.296788482835,,,10.8572642969109
Andorra,Andorra,,,2020-04-08,564,19,42.0819490586932,,,11.6173749930137
Andorra,Andorra,,,2020-04-09,583,19,42.0819490586932,,,12.3854346778682
Andorra,Andorra,,,2020-04-10,601,18,39.8671096345515,,,13.1725714730769
Andorra,Andorra,,,2020-04-11,601,0,0,135,58.4415584415584,14.1725714730769
Andorra,Andorra,,,2020-04-12,638,37,81.9490586932447,,,14.5669941279268
Andorra,Andorra,,,2020-04-13,646,8,17.718715393134,,,15.4132301301122
Andorra,Andorra,,,2020-04-14,659,13,28.7929125138427,,,16.1673795225123
Andorra,Andorra,,,2020-04-15,673,14,31.0077519379845,,,16.9271491844075
Andorra,Andorra,,,2020-04-16,673,0,0,,,17.9271491844075
Andorra,Andorra,,,2020-04-17,696,23,50.9413067552602,,,18.5988601070836
Andorra,Andorra,,,2020-04-18,704,8,17.718715393134,103,44.5887445887446,19.4872103307021
Angola,Angola,,,2020-04-04,10,2,38.0952380952381,5,52.9100529100529,7
Angola,Angola,,,2020-04-05,14,4,76.1904761904762,,,5
Angola,Angola,,,2020-04-06,16,2,38.0952380952381,,,3
Angola,Angola,,,2020-04-07,17,1,19.047619047619,,,3.72831560016238
Angola,Angola,,,2020-04-08,19,2,38.0952380952381,,,4.22986680137274
Angola,Angola,,,2020-04-09,19,0,0,,,5.22986680137274
Angola,Angola,,,2020-04-10,19,0,0,,,6.22986680137274
Angola,Angola,,,2020-04-11,19,0,0,9,95.2380952380952,7.22986680137274
Angola,Angola,,,2020-04-12,19,0,0,,,8.22986680137274
Angola,Angola,,,2020-04-13,19,0,0,,,9.22986680137274
Angola,Angola,,,2020-04-14,19,0,0,,,10.2298668013727
Angola,Angola,,,2020-04-15,19,0,0,,,11.2298668013727
Angola,Angola,,,2020-04-16,19,0,0,,,12.2298668013727
Angola,Angola,,,2020-04-17,19,0,0,,,13.2298668013727
Angola,Angola,,,2020-04-18,24,5,95.2380952380952,5,52.9100529100529,13.4581378879137
Antigua and Barbuda,Antigua and Barbuda,,,2020-04-03,15,6,95.2380952380952,,,1.7254719040252
Antigua and Barbuda,Antigua and Barbuda,,,2020-04-04,15,0,0,8,95.2380952380952,2.7254719040252
Antigua and Barbuda,Antigua and Barbuda,,,2020-04-05,15,0,0,,,3.7254719040252
Antigua and Barbuda,Antigua and Barbuda,,,2020-04-06,15,0,0,,,4.7254719040252
Antigua and Barbuda,Antigua and Barbuda,,,2020-04-07,19,4,63.4920634920635,,,4.89415718641584
Antigua and Barbuda,Antigua and Barbuda,,,2020-04-08,19,0,0,,,5.89415718641584
Antigua and Barbuda,Antigua and Barbuda,,,2020-04-09,19,0,0,,,6.89415718641584
Antigua and Barbuda,Antigua and Barbuda,,,2020-04-10,19,0,0,,,7.89415718641584
Antigua and Barbuda,Antigua and Barbuda,,,2020-04-11,21,2,31.7460317460317,6,71.4285714285714,8.69823228777992
Antigua and Barbuda,Antigua and Barbuda,,,2020-04-12,21,0,0,,,9.69823228777992
Antigua and Barbuda,Antigua and Barbuda,,,2020-04-13,23,2,31.7460317460317,,,10.5201445529967
Antigua and Barbuda,Antigua and Barbuda,,,2020-04-14,23,0,0,,,11.5201445529967
Antigua and Barbuda,Antigua and Barbuda,,,2020-04-15,23,0,0,,,12.5201445529967
Antigua and Barbuda,Antigua and Barbuda,,,2020-04-16,23,0,0,,,13.5201445529967
Antigua and Barbuda,Antigua and Barbuda,,,2020-04-17,23,0,0,,,14.5201445529967
Antigua and Barbuda,Antigua and Barbuda,,,2020-04-18,23,0,0,2,23.8095238095238,15.5201445529967
Argentina,Argentina,,,2020-03-08,12,4,1.62800162800163,,,1.20751874963942
Argentina,Argentina,,,2020-03-09,12,0,0,,,2.20751874963942
Argentina,Argentina,,,2020-03-10,17,5,2.03500203500204,,,2.85048128530886
Argentina,Argentina,,,2020-03-11,19,2,0.814000814000814,,,3.5761651163315
Argentina,Argentina,,,2020-03-12,19,0,0,,,4.5761651163315
Argentina,Argentina,,,2020-03-13,31,12,4.88400488400488,,,3.26520684687123
Argentina,Argentina,,,2020-03-14,34,3,1.22100122100122,26,3.16243994404914,4
Argentina,Argentina,,,2020-03-15,45,11,4.47700447700448,,,2.65462783582994
Argentina,Argentina,,,2020-03-16,56,11,4.47700447700448,,,3.2079114764305
Argentina,Argentina,,,2020-03-17,68,12,4.88400488400488,,,3
Argentina,Argentina,,,2020-03-18,79,11,4.47700447700448,,,3.46507636074384
Argentina,Argentina,,,2020-03-19,97,18,7.32600732600733,,,3.65749882553568
Argentina,Argentina,,,2020-03-20,128,31,12.6170126170126,,,3.31224694218716
Argentina,Argentina,,,2020-03-21,158,30,12.2100122100122,124,15.0824058870036,3
Argentina,Argentina,,,2020-03-22,266,108,43.956043956044,,,1.81801863405458
Argentina,Argentina,,,2020-03-23,301,35,14.2450142450142,,,2.23095957146204
Argentina,Argentina,,,2020-03-24,387,86,35.002035002035,,,2.6109003972985
Argentina,Argentina,,,2020-03-25,387,0,0,,,3.6109003972985
Argentina,Argentina,,,2020-03-26,502,115,46.8050468050468,,,4.11142873391089
Argentina,Argentina,,,2020-03-27,589,87,35.4090354090354,,,4.17660838929086
Argentina,Argentina,,,2020-03-28,690,101,41.1070411070411,532,64.708386547467,4.45711771020968
Argentina,Argentina,,,2020-03-29,745,55,22.3850223850224,,,5.1519517023809
Argentina,Argentina,,,2020-03-30,820,75,30.5250305250305,,,4.77810176998927
Argentina,Argentina,,,2020-03-31,1054,234,95.2380952380952,,,4.6959167507132
Argentina,Argentina,,,2020-04-01,1054,0,0,,,5.6959167507132
Argentina,Argentina,,,2020-04-02,1133,79,32.1530321530322,,,6.24369681776877
Argentina,Argentina,,,2020-04-03,1265,132,53.7240537240537,,,6.54978137562494
Argentina,Argentina,,,2020-04-04,1451,186,75.7020757020757,761,92.5621845162075,6.34583700208325
Argentina,Argentina,,,2020-04-05,1451,0,0,,,7.34583700208325
Argentina,Argentina,,,2020-04-06,1554,103,41.9210419210419,,,7.56155047382805
Argentina,Argentina,,,2020-04-07,1628,74,30.1180301180301,,,8.07656343749273
Argentina,Argentina,,,2020-04-08,1715,87,35.4090354090354,,,8.82187605502027
Argentina,Argentina,,,2020-04-09,1795,80,32.5600325600326,,,9.64026624831531
Argentina,Argentina,,,2020-04-10,1975,180,73.2600732600733,,,10.2596014682019
Argentina,Argentina,,,2020-04-11,1975,0,0,524,63.7353281031442,11.2596014682019
Argentina,Argentina,,,2020-04-12,2142,167,67.969067969068,,,10.7786232831057
Argentina,Argentina,,,2020-04-13,2208,66,26.8620268620269,,,11.3587476252632
Argentina,Argentina,,,2020-04-14,2277,69,28.0830280830281,,,11.956057291381
Argentina,Argentina,,,2020-04-15,2443,166,67.5620675620676,,,12.3175273446963
Argentina,Argentina,,,2020-04-16,2571,128,52.0960520960521,,,12.8828143626281
Argentina,Argentina,,,2020-04-17,2669,98,39.8860398860399,,,13.61011637549
Argentina,Argentina,,,2020-04-18,2758,89,36.2230362230362,783,95.2380952380952,14.3710020345537
Armenia,Armenia,,,2020-03-14,18,10,10.351966873706,17,4.4601862783681,1
Armenia,Armenia,,,2020-03-15,26,8,8.2815734989648,,,1.40129519646339
Armenia,Armenia,,,2020-03-16,52,26,26.9151138716356,,,1
Armenia,Armenia,,,2020-03-17,78,26,26.9151138716356,,,1.41503749927884
Armenia,Armenia,,,2020-03-18,84,6,6.2111801242236,,,2.30812229536233
Armenia,Armenia,,,2020-03-19,115,31,32.0910973084886,,,2.7520348182585
Armenia,Armenia,,,2020-03-20,136,21,21.7391304347826,,,3.33837960103064
Armenia,Armenia,,,2020-03-21,160,24,24.8447204968944,142,37.25567361931,3.65836593218645
Armenia,Armenia,,,2020-03-22,194,34,35.1966873706004,,,3.54190653515706
Armenia,Armenia,,,2020-03-23,235,41,42.4430641821946,,,3.87177527034592
Armenia,Armenia,,,2020-03-24,249,14,14.4927536231884,,,4.52675719869614
Armenia,Armenia,,,2020-03-25,265,16,16.5631469979296,,,5.1554484359676
Armenia,Armenia,,,2020-03-26,290,25,25.879917184265,,,5.6057145042578
Armenia,Armenia,,,2020-03-27,329,39,40.3726708074534,,,5.85605081128883
Armenia,Armenia,,,2020-03-28,407,78,80.7453416149068,247,64.8038829857012,5.75064671497103
Armenia,Armenia,,,2020-03-29,424,17,17.5983436853002,,,6.53721723448761
Armenia,Armenia,,,2020-03-30,482,58,60.0414078674948,,,6.56432417822461
Armenia,Armenia,,,2020-03-31,532,50,51.75983436853,,,5.95822033318446
Armenia,Armenia,,,2020-04-01,571,39,40.3726708074534,,,6.17347424940867
Armenia,Armenia,,,2020-04-02,663,92,95.2380952380952,,,5.96441896362351
Armenia,Armenia,,,2020-04-03,736,73,75.5693581780538,,,6.47345557788681
Armenia,Armenia,,,2020-04-04,770,34,35.1966873706004,363,95.2380952380952,7.26119121816614
Armenia,Armenia,,,2020-04-05,822,52,53.8302277432712,,,7.76099793320077
Armenia,Armenia,,,2020-04-06,833,11,11.3871635610766,,,8.43614066370841
Armenia,Armenia,,,2020-04-07,853,20,20.703933747412,,,8.95414646680747
Armenia,Armenia,,,2020-04-08,881,28,28.9855072463768,,,9.70223232221059
Armenia,Armenia,,,2020-04-09,921,40,41.407867494824,,,10.3559084617121
Armenia,Armenia,,,2020-04-10,937,16,16.5631469979296,,,11.2215729381151
Armenia,Armenia,,,2020-04-11,967,30,31.055900621118,197,51.6856880493244,11.9685185358713
Armenia,Armenia,,,2020-04-12,1013,46,47.6190476190476,,,12.4976644027185
Armenia,Armenia,,,2020-04-13,1039,26,26.9151138716356,,,13.2408999928546
Armenia,Armenia,,,2020-04-14,1067,28,28.9855072463768,,,13.9602013890359
Armenia,Armenia,,,2020-04-15,1111,44,45.5486542443064,,,14.3890072848793
Armenia,Armenia,,,2020-04-16,1159,48,49.6894409937888,,,14.9010852768491
Armenia,Armenia,,,2020-04-17,1201,42,43.4782608695652,,,15.6627963405529
Armenia,Armenia,,,2020-04-18,1248,47,48.6542443064182,281,73.7242555424373,16.4058259199865
